,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
38,PullRequestEvent,2016-09-06 14:10:23+00:00,31894637,amol-/dukpy,601423,amol-,,,84119328,,Add support for scoped package installation.,closed,False,9,"When getting info from [http://registry.npmjs.org](http://registry.npmjs.org), the information retrieval will fail for scoped packages, if the slash is not encoded to %2f.

This PR will just quote the package name, leaving the @ intact, when searching for the information.",https://api.github.com/repos/amol-/dukpy/issues/9,2016-09-06T14:10:22Z,2016-09-06T14:10:22Z,2016-09-06T14:10:22Z,1,8,1,2,[],[],[],[],amol-,601423,User,False,[],https://github.com/amol-/dukpy/pull/9.patch,https://api.github.com/repos/amol-/dukpy/pulls/9/commits
39,PullRequestEvent,2016-05-31 17:21:47+00:00,27924304,cdent/gabbi,34498,cdent,,,72053742,,Cookie substitution,open,False,135,"This branch provides a way of using a $COOKIE substitution to send the cookies set via a `set-cookie` in the prior response in this current request. Both @FND and I have gazed over it and been a bit ""well yeah, it does what it is supposed to do but somehow seems meh"" so it would be great to get some further input from @jasonamyers and @martynbristow on this, just for sanity checking.",https://api.github.com/repos/cdent/gabbi/issues/135,,,2016-05-31T17:21:47Z,3,39,2,5,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/135.patch,https://api.github.com/repos/cdent/gabbi/pulls/135/commits
44,PullRequestEvent,2015-04-15 11:59:38+00:00,27924304,cdent/gabbi,34498,cdent,,,33347419,,Add a command line to to run yaml-tests from stdin.,open,False,30,"A console-script reads stdin and generates a TestSuite to be run.
This can be used as a nice way to test running services without any
test-building-in-python requirements.",https://api.github.com/repos/cdent/gabbi/issues/30,,,2015-04-15T11:59:37Z,1,63,0,2,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/30.patch,https://api.github.com/repos/cdent/gabbi/pulls/30/commits
183,PullRequestEvent,2018-06-18 07:00:58+00:00,20857415,Kuniwak/vint,1124024,Kuniwak,,,161293036,MDExOlB1bGxSZXF1ZXN0MTYxMjkzMDM2,"Suppress warnings caused by map([], ' ""x"" ')",closed,False,259,"Before this patch, `ProhibitUnnecessaryDoubleQuote` report warnings caused by the code:

```viml
map([0, 1, 2], ' ""x"" ')
""                ^^^
""                Prefer single quoted strings (see Google VimScript Style Guide (Strings))
```

After this patch, Vint will suppress the warnings:

```viml
map([0, 1, 2], ' ""x"" ')
"" (no warnings)
```

# Discussion

This feature can be an option of `ProhibitUnnecessaryDoubleQuote`.
But I feel this option is useless. Because the following code is noisy:

```
map([0, 1, 2], ' ''x'' ')
```
  ",https://api.github.com/repos/Kuniwak/vint/issues/259,2018-06-18T07:00:58Z,2018-06-18T07:00:58Z,2018-06-18T07:00:58Z,6,67,11,10,OWNER,"[{'login': 'Kuniwak', 'id': 1124024, 'node_id': 'MDQ6VXNlcjExMjQwMjQ=', 'avatar_url': 'https://avatars2.githubusercontent.com/u/1124024?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Kuniwak', 'html_url': 'https://github.com/Kuniwak', 'followers_url': 'https://api.github.com/users/Kuniwak/followers', 'following_url': 'https://api.github.com/users/Kuniwak/following{/other_user}', 'gists_url': 'https://api.github.com/users/Kuniwak/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Kuniwak/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Kuniwak/subscriptions', 'organizations_url': 'https://api.github.com/users/Kuniwak/orgs', 'repos_url': 'https://api.github.com/users/Kuniwak/repos', 'events_url': 'https://api.github.com/users/Kuniwak/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Kuniwak/received_events', 'type': 'User', 'site_admin': False}]","[{'login': 'Coacher', 'id': 1401448, 'node_id': 'MDQ6VXNlcjE0MDE0NDg=', 'avatar_url': 'https://avatars3.githubusercontent.com/u/1401448?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Coacher', 'html_url': 'https://github.com/Coacher', 'followers_url': 'https://api.github.com/users/Coacher/followers', 'following_url': 'https://api.github.com/users/Coacher/following{/other_user}', 'gists_url': 'https://api.github.com/users/Coacher/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Coacher/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Coacher/subscriptions', 'organizations_url': 'https://api.github.com/users/Coacher/orgs', 'repos_url': 'https://api.github.com/users/Coacher/repos', 'events_url': 'https://api.github.com/users/Coacher/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Coacher/received_events', 'type': 'User', 'site_admin': False}]",[],Kuniwak,1124024,User,False,[],https://github.com/Kuniwak/vint/pull/259.patch,https://api.github.com/repos/Kuniwak/vint/pulls/259/commits
187,PullRequestEvent,2018-06-25 12:06:19+00:00,93703838,ahawker/ulid,16239342,pyup-bot,,,196946686,MDExOlB1bGxSZXF1ZXN0MTk2OTQ2Njg2,pyup.io:  Scheduled daily dependency update on sunday,closed,False,198,"




### Update [mypy](https://pypi.org/project/mypy) from **0.600** to **0.610**.


*The bot wasn't able to find a changelog for this release. [Got an idea?](https://github.com/pyupio/changelogs/issues/new)*

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/mypy
  - Homepage: http://www.mypy-lang.org/
</details>





### Update [pylint](https://pypi.org/project/pylint) from **1.9.1** to **1.9.2**.


*The bot wasn't able to find a changelog for this release. [Got an idea?](https://github.com/pyupio/changelogs/issues/new)*

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/pylint
  - Changelog: https://pyup.io/changelogs/pylint/
  - Repo: https://github.com/PyCQA/pylint
</details>





### Update [sphinx_rtd_theme](https://pypi.org/project/sphinx_rtd_theme) from **0.3.1** to **0.4.0**.


*The bot wasn't able to find a changelog for this release. [Got an idea?](https://github.com/pyupio/changelogs/issues/new)*

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/sphinx-rtd-theme
  - Repo: https://github.com/rtfd/sphinx_rtd_theme/
</details>





### Update [pytest](https://pypi.org/project/pytest) from **3.6.0** to **3.6.2**.


<details>
  <summary>Changelog</summary>
  
  
   ### 3.6.1
   ```
   =========================

Bug Fixes
---------

- Fixed a bug where stdout and stderr were logged twice by junitxml when a test
  was marked xfail. (`3491
  &lt;https://github.com/pytest-dev/pytest/issues/3491&gt;`_)

- Fix ``usefixtures`` mark applyed to unittest tests by correctly instantiating
  ``FixtureInfo``. (`3498
  &lt;https://github.com/pytest-dev/pytest/issues/3498&gt;`_)

- Fix assertion rewriter compatibility with libraries that monkey patch
  ``file`` objects. (`3503
  &lt;https://github.com/pytest-dev/pytest/issues/3503&gt;`_)


Improved Documentation
----------------------

- Added a section on how to use fixtures as factories to the fixture
  documentation. (`3461 &lt;https://github.com/pytest-dev/pytest/issues/3461&gt;`_)


Trivial/Internal Changes
------------------------

- Enable caching for pip/pre-commit in order to reduce build time on
  travis/appveyor. (`3502
  &lt;https://github.com/pytest-dev/pytest/issues/3502&gt;`_)

- Switch pytest to the src/ layout as we already suggested it for good practice
  - now we implement it as well. (`3513
  &lt;https://github.com/pytest-dev/pytest/issues/3513&gt;`_)

- Fix if in tests to support 3.7.0b5, where a docstring handling in AST got
  reverted. (`3530 &lt;https://github.com/pytest-dev/pytest/issues/3530&gt;`_)

- Remove some python2.5 compatibility code. (`3529
  &lt;https://github.com/pytest-dev/pytest/issues/3529&gt;`_)
   ```
   
  
</details>


 

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/pytest
  - Changelog: https://pyup.io/changelogs/pytest/
  - Repo: https://github.com/pytest-dev/pytest/issues
  - Homepage: http://pytest.org
</details>





",https://api.github.com/repos/ahawker/ulid/issues/198,,2018-06-25T12:06:19Z,2018-06-25T12:06:19Z,4,4,4,3,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/ahawker/ulid/pull/198.patch,https://api.github.com/repos/ahawker/ulid/pulls/198/commits
243,PullRequestEvent,2017-06-16 03:28:39+00:00,6662075,joke2k/faker,421589,kungfu71186,,,125952913,,Update __init__.py,open,False,535,Fixes #488 and #530,https://api.github.com/repos/joke2k/faker/issues/535,,,2017-06-16T03:28:39Z,1,1,1,1,[],[],[],[],,,,,[],https://github.com/joke2k/faker/pull/535.patch,https://api.github.com/repos/joke2k/faker/pulls/535/commits
245,PullRequestEvent,2017-09-19 22:02:32+00:00,6662075,joke2k/faker,89607,fcurella,,,141964438,,Fixes issue #563,closed,False,604,Fix Issue #563. The performance difference between using fromtimestamp and using datetime with timedelta is negligible.,https://api.github.com/repos/joke2k/faker/issues/604,2017-09-19T22:02:31Z,2017-09-19T22:02:31Z,2017-09-19T22:02:31Z,1,10,4,1,CONTRIBUTOR,[],[],[],fcurella,89607,User,False,[],https://github.com/joke2k/faker/pull/604.patch,https://api.github.com/repos/joke2k/faker/pulls/604/commits
252,PullRequestEvent,2016-02-22 16:15:43+00:00,6662075,joke2k/faker,89607,fcurella,,,59952537,,Add a binary blob generator.,open,False,328,,https://api.github.com/repos/joke2k/faker/issues/328,,,2016-02-22T16:15:42Z,3,20,0,3,[],[],[],[],,,,,[],https://github.com/joke2k/faker/pull/328.patch,https://api.github.com/repos/joke2k/faker/pulls/328/commits
380,PullRequestEvent,2017-10-05 01:51:32+00:00,45852176,arose/nglview,4451957,hainm,,,144806574,,Fix camera serialization + related changes,closed,False,700,"- Fix camera serialization
- add _set_camera_orientation

## Notebook

<img width=""1180"" alt=""screen shot 2017-10-04 at 8 35 36 pm"" src=""https://user-images.githubusercontent.com/4451957/31206076-a5366958-a943-11e7-85fe-9f677ac8cf58.png"">

## Embeding
<img width=""1130"" alt=""screen shot 2017-10-04 at 8 35 43 pm"" src=""https://user-images.githubusercontent.com/4451957/31206083-ad0f48de-a943-11e7-81ef-fbee0dfc7b28.png"">
",https://api.github.com/repos/arose/nglview/issues/700,2017-10-05T01:51:32Z,2017-10-05T01:51:32Z,2017-10-05T01:51:32Z,9,75,46,7,COLLABORATOR,[],[],[],hainm,4451957,User,False,[],https://github.com/arose/nglview/pull/700.patch,https://api.github.com/repos/arose/nglview/pulls/700/commits
382,PullRequestEvent,2016-07-28 23:49:01+00:00,45852176,arose/nglview,4451957,hainm,,,79287247,,Fix color,open,False,408,,https://api.github.com/repos/arose/nglview/issues/408,,,2016-07-28T23:49:00Z,3,6,6,2,[],[],[],[],,,,,[],https://github.com/arose/nglview/pull/408.patch,https://api.github.com/repos/arose/nglview/pulls/408/commits
